VariableName,VarLabel,Notes,Code,Value,in2009,in2011,in2013,in2015,in2017,StartYear,EndYear
hsav12typ4,Saved: Kept savings in other accounts,,1,Yes,.,.,.,y,y,2015,
hsav12typ4,Saved: Kept savings in other accounts,,2,No,.,.,.,y,y,2015,
hsav12typ4,Saved: Kept savings in other accounts,,99,Unknown,.,.,.,y,y,2015,
hsav12typ4,Saved: Kept savings in other accounts,Households that saved for unexpected expenses or emergencies in past 12 months,-1,NIU,.,.,.,y,y,2015,
hsav12typ5,"Saved: Kept savings in home, or with family or friends",,1,Yes,.,.,.,y,y,2015,
hsav12typ5,"Saved: Kept savings in home, or with family or friends",,2,No,.,.,.,y,y,2015,
hsav12typ5,"Saved: Kept savings in home, or with family or friends",,99,Unknown,.,.,.,y,y,2015,
hsav12typ5,"Saved: Kept savings in home, or with family or friends",Households that saved for unexpected expenses or emergencies in past 12 months,-1,NIU,.,.,.,y,y,2015,
hsav12typ6,Saved: Bought something with intent to pawn or sell later,,1,Yes,.,.,.,y,y,2015,
hsav12typ6,Saved: Bought something with intent to pawn or sell later,,2,No,.,.,.,y,y,2015,
hsav12typ6,Saved: Bought something with intent to pawn or sell later,,99,Unknown,.,.,.,y,y,2015,
hsav12typ6,Saved: Bought something with intent to pawn or sell later,Households that saved for unexpected expenses or emergencies in past 12 months,-1,NIU,.,.,.,y,y,2015,
hsav12typ7,Saved: Other method,,1,Yes,.,.,.,y,y,2015,
hsav12typ7,Saved: Other method,,2,No,.,.,.,y,y,2015,
hsav12typ7,Saved: Other method,,99,Unknown,.,.,.,y,y,2015,
hsav12typ7,Saved: Other method,Households that saved for unexpected expenses or emergencies in past 12 months,-1,NIU,.,.,.,y,y,2015,
hsav12typ99,Saved: Unknown method,,1,Yes,.,.,.,y,y,2015,
hsav12typ99,Saved: Unknown method,,2,No,.,.,.,y,y,2015,
hsav12typ99,Saved: Unknown method,Households that saved for unexpected expenses or emergencies in past 12 months,-1,NIU,.,.,.,y,y,2015,
hincvol,Monthly income volatility,,1,Income was about the same each month,.,.,.,y,y,2015,
hincvol,Monthly income volatility,,2,Income varied somewhat from month to month,.,.,.,y,y,2015,
hincvol,Monthly income volatility,,3,Income varied a lot from month to month,.,.,.,y,y,2015,
hincvol,Monthly income volatility,,99,Unknown,.,.,.,y,y,2015,
hincvol2,Monthly income volatility (less detail),,1,Income was about the same each month,.,.,.,y,y,2015,
hincvol2,Monthly income volatility (less detail),,2,Income varied somewhat or a lot from month to month,.,.,.,y,y,2015,
hincvol2,Monthly income volatility (less detail),,99,Unknown,.,.,.,y,y,2015,
hbilldq,Fell behind on bills in past 12 months,,1,Yes,.,.,.,y,y,2015,
hbilldq,Fell behind on bills in past 12 months,,2,No,.,.,.,y,y,2015,
hbilldq,Fell behind on bills in past 12 months,,99,Unknown,.,.,.,y,y,2015,
hfinfobnk,Asked bank teller or customer service agent about finances in past 12 months,,1,Yes,.,.,.,y,.,2015,2015
hfinfobnk,Asked bank teller or customer service agent about finances in past 12 months,,2,No,.,.,.,y,.,2015,2015
hfinfobnk,Asked bank teller or customer service agent about finances in past 12 months,,99,Unknown,.,.,.,y,.,2015,2015
hfinedu,Attended financial education classes or counseling sessions in past 12 months,,1,Yes,.,.,.,y,.,2015,2015
hfinedu,Attended financial education classes or counseling sessions in past 12 months,,2,No,.,.,.,y,.,2015,2015
hfinedu,Attended financial education classes or counseling sessions in past 12 months,,99,Unknown,.,.,.,y,.,2015,2015
hfinedbnk,Learned about financial education classes or counseling sessions from bank,,1,Yes,.,.,.,y,.,2015,2015
hfinedbnk,Learned about financial education classes or counseling sessions from bank,,2,No,.,.,.,y,.,2015,2015
hfinedbnk,Learned about financial education classes or counseling sessions from bank,,99,Unknown,.,.,.,y,.,2015,2015
hfinedbnk,Learned about financial education classes or counseling sessions from bank,Households that attended financial education classes or counseling sessions in past 12 months,-1,NIU,.,.,.,y,.,2015,2015
hintaccv2,Internet access at home,,1,Has access,.,.,.,y,y,2015,
hintaccv2,Internet access at home,,2,Does not have access,.,.,.,y,y,2015,
hintaccv2,Internet access at home,,99,Unknown,.,.,.,y,y,2015,
huse12AFST,Used AFS transaction in past 12 months,"AFS transaction use is based on the following AFS: check cashing, money order, and remittance.",1,Yes,.,y,y,y,y,2011,
huse12AFST,Used AFS transaction in past 12 months,"AFS transaction use is based on the following AFS: check cashing, money order, and remittance.",2,No,.,y,y,y,y,2011,
huse12AFST,Used AFS transaction in past 12 months,"AFS transaction use is based on the following AFS: check cashing, money order, and remittance.",99,Unknown,.,y,y,y,y,2011,
huse12AFSC,Used AFS credit in past 12 months,"AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",1,Yes,.,.,y,y,y,2013,
huse12AFSC,Used AFS credit in past 12 months,"AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",2,No,.,.,y,y,y,2013,
huse12AFSC,Used AFS credit in past 12 months,"AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",99,Unknown,.,.,y,y,y,2013,
huse12AFS,Used AFS in past 12 months,"AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",1,Yes,.,.,y,y,y,2013,
huse12AFS,Used AFS in past 12 months,"AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",2,No,.,.,y,y,y,2013,
huse12AFS,Used AFS in past 12 months,"AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",99,Unknown,.,.,y,y,y,2013,
huse12afsnbr,Number of AFS used,"Number of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",0,Used 0 AFS,.,.,y,y,y,2013,
huse12afsnbr,Number of AFS used,"Number of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",1,Used 1 AFS,.,.,y,y,y,2013,
huse12afsnbr,Number of AFS used,"Number of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",2,Used 2 AFS,.,.,y,y,y,2013,
huse12afsnbr,Number of AFS used,"Number of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",3,Used 3 or more AFS,.,.,y,y,y,2013,
huse12afsnbr,Number of AFS used,"Number of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",99,Unknown,.,.,y,y,y,2013,
huse12afstype,Type of AFS used in past 12 months,"Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",1,Used only transaction AFS,.,.,y,y,y,2013,
huse12afstype,Type of AFS used in past 12 months,"Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",2,Used transaction and credit AFS,.,.,y,y,y,2013,
huse12afstype,Type of AFS used in past 12 months,"Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",3,Used only credit AFS ,.,.,y,y,y,2013,
huse12afstype,Type of AFS used in past 12 months,"Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",4,Did not use any AFS in past 12 months,.,.,y,y,y,2013,
huse12afstype,Type of AFS used in past 12 months,"Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",98,"AFS used, type unknown",.,.,y,y,y,2013,
huse12afstype,Type of AFS used in past 12 months,"Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",99,Use unknown,.,.,y,y,y,2013,
hinutyp,"In universe, transactions in typical month (2015 sample selection)","Excludes households with missing information on use of prepaid cards or nonbank money orders or check cashers in the past 12 months, on methods used to pay bills or receive income, or where the household volunteered that it did not pay bills or receive income in a typical month.",1,Yes,.,.,.,y,y,2015,
hinutyp,"In universe, transactions in typical month (2015 sample selection)","Excludes households with missing information on use of prepaid cards or nonbank money orders or check cashers in the past 12 months, on methods used to pay bills or receive income, or where the household volunteered that it did not pay bills or receive income in a typical month.",2,No,.,.,.,y,y,2015,
hinutypv2,"In universe, transactions in typical month (2017 sample selection)","Excludes households with missing information on use of prepaid cards or nonbank money orders or check cashers in the past 12 months, on methods used to pay bills or receive income, or where the household indicated that it did not pay bills or receive income in a typical month.",1,Yes,.,.,.,.,y,2017,
hinutypv2,"In universe, transactions in typical month (2017 sample selection)","Excludes households with missing information on use of prepaid cards or nonbank money orders or check cashers in the past 12 months, on methods used to pay bills or receive income, or where the household indicated that it did not pay bills or receive income in a typical month.",2,No,.,.,.,.,y,2017,
hinucred,"In universe, credit","Excludes households with missing information on whether the household used one or more mainstream credit products; used credit AFS; applied for, was denied, or felt discouraged about applying for a credit card or personal loan or line of credit from a bank; or fell behind on bills.  Mainstream credit products asked about in the 2015 survey include credit cards from Visa, MasterCard, American Express, or Discover, and personal loans or lines of credit from banks.  Additional mainstream credit products asked about in the 2017 survey include store credit cards; auto loans; mortgages, home equity loans, and home equity lines of credit; student loans; and other personal loans or lines of credit from companies other than banks.",1,Yes,.,.,.,y,y,2015,
hinucred,"In universe, credit","Excludes households with missing information on whether the household used one or more mainstream credit products; used credit AFS; applied for, was denied, or felt discouraged about applying for a credit card or personal loan or line of credit from a bank; or fell behind on bills.  Mainstream credit products asked about in the 2015 survey include credit cards from Visa, MasterCard, American Express, or Discover, and personal loans or lines of credit from banks.  Additional mainstream credit products asked about in the 2017 survey include store credit cards; auto loans; mortgages, home equity loans, and home equity lines of credit; student loans; and other personal loans or lines of credit from companies other than banks.",2,No,.,.,.,y,y,2015,
hinuec,"In universe, measuring economic inclusion","Excludes households with missing information on whether the household saved for unexpected expenses or emergencies; used one or more mainstream credit products; used credit AFS; applied for, was denied, or felt discouraged about applying for a credit card or personal loan or line of credit from a bank; or fell behind on bills.  Also excludes households with missing information on use of prepaid cards or nonbank money orders or check cashers in the past 12 months, on methods used to pay bills or receive income, or where the household indicated that it did not pay bills or receive income in a typical month.",1,Yes,.,.,.,.,y,2017,
hinuec,"In universe, measuring economic inclusion","Excludes households with missing information on whether the household saved for unexpected expenses or emergencies; used one or more mainstream credit products; used credit AFS; applied for, was denied, or felt discouraged about applying for a credit card or personal loan or line of credit from a bank; or fell behind on bills.  Also excludes households with missing information on use of prepaid cards or nonbank money orders or check cashers in the past 12 months, on methods used to pay bills or receive income, or where the household indicated that it did not pay bills or receive income in a typical month.",2,No,.,.,.,.,y,2017,
hinulearn,"In universe, learning about finances","Excludes households with missing responses to any of the three questions related to financial education and learning (2015 survey questions 182, 183, and 184).",1,Yes,.,.,.,y,.,2015,2015
hinulearn,"In universe, learning about finances","Excludes households with missing responses to any of the three questions related to financial education and learning (2015 survey questions 182, 183, and 184).",2,No,.,.,.,y,.,2015,2015
hbnkbrgo,Visited bank branch in past 12 months,Excludes households with missing information on whether the household visited a bank branch.,1,Yes,.,.,.,.,y,2017,
hbnkbrgo,Visited bank branch in past 12 months,Excludes households with missing information on whether the household visited a bank branch.,2,No,.,.,.,.,y,2017,
hbnkbrgo,Visited bank branch in past 12 months,All households,-1,NIU,.,.,.,.,y,2017,
hbnkbrgofq,Number of bank branch visits in past 12 months,Excludes households with missing information on whether the household visited a bank branch.,1,1 to 4 times ,.,.,.,.,y,2017,
hbnkbrgofq,Number of bank branch visits in past 12 months,Excludes households with missing information on whether the household visited a bank branch.,2,5 to 9 times ,.,.,.,.,y,2017,
hbnkbrgofq,Number of bank branch visits in past 12 months,Excludes households with missing information on whether the household visited a bank branch.,3,10 or more times ,.,.,.,.,y,2017,
hbnkbrgofq,Number of bank branch visits in past 12 months,Excludes households with missing information on whether the household visited a bank branch.,4,"Visited bank branch, frequency unknown",.,.,.,.,y,2017,
hbnkbrgofq,Number of bank branch visits in past 12 months,Excludes households with missing information on whether the household visited a bank branch.,5,Did not visit bank branch in past 12 months,.,.,.,.,y,2017,
hbnkbrgofq,Number of bank branch visits in past 12 months,All households,-1,NIU,.,.,.,.,y,2017,
hbnkbrgofq_c,Number of bank branch visits in past 12 months (conditional on visiting bank branch),,1,1 to 4 times ,.,.,.,.,y,2017,
hbnkbrgofq_c,Number of bank branch visits in past 12 months (conditional on visiting bank branch),,2,5 to 9 times ,.,.,.,.,y,2017,
hbnkbrgofq_c,Number of bank branch visits in past 12 months (conditional on visiting bank branch),,3,10 or more times ,.,.,.,.,y,2017,
hbnkbrgofq_c,Number of bank branch visits in past 12 months (conditional on visiting bank branch),,4,Frequency unknown,.,.,.,.,y,2017,
hbnkbrgofq_c,Number of bank branch visits in past 12 months (conditional on visiting bank branch),Households that visited bank branch in past 12 months,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2a,Mobile activity: Checked email from bank about account,,1,Yes,.,.,.,.,y,2017,
hbnkmobv2a,Mobile activity: Checked email from bank about account,,2,No,.,.,.,.,y,2017,
hbnkmobv2a,Mobile activity: Checked email from bank about account,,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2a,Mobile activity: Checked email from bank about account,Banked or recently unbanked households,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2b,Mobile activity: Received mobile text alert or push notification from bank about account,The proportion of banked or recently unbanked households that performed this activity cannot be compared in 2013 and 2017 due to differences in the types of households that were asked about this activity in the 2013 and 2017 surveys.,1,Yes,.,.,.,.,y,2017,
hbnkmobv2b,Mobile activity: Received mobile text alert or push notification from bank about account,The proportion of banked or recently unbanked households that performed this activity cannot be compared in 2013 and 2017 due to differences in the types of households that were asked about this activity in the 2013 and 2017 surveys.,2,No,.,.,.,.,y,2017,
hbnkmobv2b,Mobile activity: Received mobile text alert or push notification from bank about account,The proportion of banked or recently unbanked households that performed this activity cannot be compared in 2013 and 2017 due to differences in the types of households that were asked about this activity in the 2013 and 2017 surveys.,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2b,Mobile activity: Received mobile text alert or push notification from bank about account,Banked or recently unbanked households,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2c,Mobile activity: Checked bank account balance or recent transactions,,1,Yes,.,.,.,.,y,2017,
hbnkmobv2c,Mobile activity: Checked bank account balance or recent transactions,,2,No,.,.,.,.,y,2017,
hbnkmobv2c,Mobile activity: Checked bank account balance or recent transactions,,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2c,Mobile activity: Checked bank account balance or recent transactions,Banked or recently unbanked households,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2d,Mobile activity: Made bill payment,,1,Yes,.,.,.,.,y,2017,
hbnkmobv2d,Mobile activity: Made bill payment,,2,No,.,.,.,.,y,2017,
hbnkmobv2d,Mobile activity: Made bill payment,,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2d,Mobile activity: Made bill payment,Banked or recently unbanked households,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2e,Mobile activity: Sent money to other people,,1,Yes,.,.,.,.,y,2017,
hbnkmobv2e,Mobile activity: Sent money to other people,,2,No,.,.,.,.,y,2017,
hbnkmobv2e,Mobile activity: Sent money to other people,,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2e,Mobile activity: Sent money to other people,Banked or recently unbanked households,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2f,Mobile activity: Transferred money between bank accounts owned by same person,,1,Yes,.,.,.,.,y,2017,
hbnkmobv2f,Mobile activity: Transferred money between bank accounts owned by same person,,2,No,.,.,.,.,y,2017,
hbnkmobv2f,Mobile activity: Transferred money between bank accounts owned by same person,,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2f,Mobile activity: Transferred money between bank accounts owned by same person,Banked or recently unbanked households,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2g,Mobile activity: Deposited check into bank account,,1,Yes,.,.,.,.,y,2017,
hbnkmobv2g,Mobile activity: Deposited check into bank account,,2,No,.,.,.,.,y,2017,
hbnkmobv2g,Mobile activity: Deposited check into bank account,,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2g,Mobile activity: Deposited check into bank account,Banked or recently unbanked households,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2a_c,Mobile activity: Checked email from bank about account (conditional on using mobile banking),,1,Yes,.,.,.,.,y,2017,
hbnkmobv2a_c,Mobile activity: Checked email from bank about account (conditional on using mobile banking),,2,No,.,.,.,.,y,2017,
hbnkmobv2a_c,Mobile activity: Checked email from bank about account (conditional on using mobile banking),,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2a_c,Mobile activity: Checked email from bank about account (conditional on using mobile banking),Banked households that used mobile banking in past 12 months,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2b_c,Mobile activity: Received mobile text alert or push notification from bank about account (conditional on using mobile banking),,1,Yes,.,.,.,.,y,2017,
hbnkmobv2b_c,Mobile activity: Received mobile text alert or push notification from bank about account (conditional on using mobile banking),,2,No,.,.,.,.,y,2017,
hbnkmobv2b_c,Mobile activity: Received mobile text alert or push notification from bank about account (conditional on using mobile banking),,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2b_c,Mobile activity: Received mobile text alert or push notification from bank about account (conditional on using mobile banking),Banked households that used mobile banking in past 12 months,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2c_c,Mobile activity: Checked bank account balance or recent transactions (conditional on using mobile banking),,1,Yes,.,.,.,.,y,2017,
hbnkmobv2c_c,Mobile activity: Checked bank account balance or recent transactions (conditional on using mobile banking),,2,No,.,.,.,.,y,2017,
hbnkmobv2c_c,Mobile activity: Checked bank account balance or recent transactions (conditional on using mobile banking),,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2c_c,Mobile activity: Checked bank account balance or recent transactions (conditional on using mobile banking),Banked households that used mobile banking in past 12 months,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2d_c,Mobile activity: Made bill payment (conditional on using mobile banking),,1,Yes,.,.,.,.,y,2017,
hbnkmobv2d_c,Mobile activity: Made bill payment (conditional on using mobile banking),,2,No,.,.,.,.,y,2017,
hbnkmobv2d_c,Mobile activity: Made bill payment (conditional on using mobile banking),,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2d_c,Mobile activity: Made bill payment (conditional on using mobile banking),Banked households that used mobile banking in past 12 months,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2e_c,Mobile activity: Sent money to other people (conditional on using mobile banking),,1,Yes,.,.,.,.,y,2017,
hbnkmobv2e_c,Mobile activity: Sent money to other people (conditional on using mobile banking),,2,No,.,.,.,.,y,2017,
hbnkmobv2e_c,Mobile activity: Sent money to other people (conditional on using mobile banking),,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2e_c,Mobile activity: Sent money to other people (conditional on using mobile banking),Banked households that used mobile banking in past 12 months,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2f_c,Mobile activity: Transferred money between bank accounts owned by same person (conditional on using mobile banking),,1,Yes,.,.,.,.,y,2017,
hbnkmobv2f_c,Mobile activity: Transferred money between bank accounts owned by same person (conditional on using mobile banking),,2,No,.,.,.,.,y,2017,
hbnkmobv2f_c,Mobile activity: Transferred money between bank accounts owned by same person (conditional on using mobile banking),,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2f_c,Mobile activity: Transferred money between bank accounts owned by same person (conditional on using mobile banking),Banked households that used mobile banking in past 12 months,-1,NIU,.,.,.,.,y,2017,
hbnkmobv2g_c,Mobile activity: Deposited check into bank account (conditional on using mobile banking),,1,Yes,.,.,.,.,y,2017,
hbnkmobv2g_c,Mobile activity: Deposited check into bank account (conditional on using mobile banking),,2,No,.,.,.,.,y,2017,
hbnkmobv2g_c,Mobile activity: Deposited check into bank account (conditional on using mobile banking),,99,Unknown,.,.,.,.,y,2017,
hbnkmobv2g_c,Mobile activity: Deposited check into bank account (conditional on using mobile banking),Banked households that used mobile banking in past 12 months,-1,NIU,.,.,.,.,y,2017,
huse12oafsc,"Took out other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher in past 12 months",,1,Yes,.,.,.,.,y,2017,
huse12oafsc,"Took out other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher in past 12 months",,2,No,.,.,.,.,y,2017,
huse12oafsc,"Took out other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher in past 12 months",,99,Unknown,.,.,.,.,y,2017,
huse12oafsc,"Took out other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher in past 12 months","Households that did not use a payday loan, pawn shop loan, refund anticipation loan, or auto title loan in past 12 months",-1,NIU,.,.,.,.,y,2017,
hcred12sc,Had store credit card in past 12 months,Excludes households with missing information on whether the household had a store credit card.,1,Yes,.,.,.,.,y,2017,
hcred12sc,Had store credit card in past 12 months,Excludes households with missing information on whether the household had a store credit card.,2,No,.,.,.,.,y,2017,
hcred12sc,Had store credit card in past 12 months,All households,-1,NIU,.,.,.,.,y,2017,
hcred12car,Had auto loan in past 12 months,Excludes households with missing information on whether the household had an auto loan.,1,Yes,.,.,.,.,y,2017,
hcred12car,Had auto loan in past 12 months,Excludes households with missing information on whether the household had an auto loan.,2,No,.,.,.,.,y,2017,
hcred12car,Had auto loan in past 12 months,All households,-1,NIU,.,.,.,.,y,2017,
hcred12hmln,"Had mortgage, home equity loan, or home equity line of credit in past 12 months","Excludes households with missing information on whether the household had a mortgage, home equity loan, or home equity line of credit.",1,Yes,.,.,.,.,y,2017,
hcred12hmln,"Had mortgage, home equity loan, or home equity line of credit in past 12 months","Excludes households with missing information on whether the household had a mortgage, home equity loan, or home equity line of credit.",2,No,.,.,.,.,y,2017,
hcred12hmln,"Had mortgage, home equity loan, or home equity line of credit in past 12 months",All households,-1,NIU,.,.,.,.,y,2017,
hcred12sl,Had student loan in past 12 months,Excludes households with missing information on whether the household had a student loan.,1,Yes,.,.,.,.,y,2017,
hcred12sl,Had student loan in past 12 months,Excludes households with missing information on whether the household had a student loan.,2,No,.,.,.,.,y,2017,
hcred12sl,Had student loan in past 12 months,All households,-1,NIU,.,.,.,.,y,2017,
hcred12oth,Had other personal loans or lines of credit from company other than bank in past 12 months,Excludes households with missing information on whether the household had other personal loans or lines of credit from a company other than a bank.,1,Yes,.,.,.,.,y,2017,
hcred12oth,Had other personal loans or lines of credit from company other than bank in past 12 months,Excludes households with missing information on whether the household had other personal loans or lines of credit from a company other than a bank.,2,No,.,.,.,.,y,2017,
hcred12oth,Had other personal loans or lines of credit from company other than bank in past 12 months,All households,-1,NIU,.,.,.,.,y,2017,
hcred12any,Used mainstream credit in past 12 months,"Excludes households with not enough information to characterize their use of mainstream credit.  Mainstream credit products include credit cards from Visa, MasterCard, American Express, or Discover; store credit cards; auto loans; mortgages, home equity loans, or home equity lines of credit; student loans; other personal loans or lines of credit from banks; and other personal loans or lines of credit from companies other than banks.",1,Yes,.,.,.,.,y,2017,
hcred12any,Used mainstream credit in past 12 months,"Excludes households with not enough information to characterize their use of mainstream credit.  Mainstream credit products include credit cards from Visa, MasterCard, American Express, or Discover; store credit cards; auto loans; mortgages, home equity loans, or home equity lines of credit; student loans; other personal loans or lines of credit from banks; and other personal loans or lines of credit from companies other than banks.",2,No,.,.,.,.,y,2017,
hcred12any,Used mainstream credit in past 12 months,All households,-1,NIU,.,.,.,.,y,2017,
hcred12none,Did not use mainstream credit in past 12 months,"Excludes households with not enough information to characterize their use of mainstream credit.  Mainstream credit products include credit cards from Visa, MasterCard, American Express, or Discover; store credit cards; auto loans; mortgages, home equity loans, or home equity lines of credit; student loans; other personal loans or lines of credit from banks; and other personal loans or lines of credit from companies other than banks.",1,Yes,.,.,.,.,y,2017,
hcred12none,Did not use mainstream credit in past 12 months,"Excludes households with not enough information to characterize their use of mainstream credit.  Mainstream credit products include credit cards from Visa, MasterCard, American Express, or Discover; store credit cards; auto loans; mortgages, home equity loans, or home equity lines of credit; student loans; other personal loans or lines of credit from banks; and other personal loans or lines of credit from companies other than banks.",2,No,.,.,.,.,y,2017,
hcred12none,Did not use mainstream credit in past 12 months,All households,-1,NIU,.,.,.,.,y,2017,
hbankstatv4,Unbanked and underbanked,"Underbanked definition is based on the following AFS: check cashing; money order; remittance; payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",1,Unbanked,.,.,.,.,y,2017,
hbankstatv4,Unbanked and underbanked,"Underbanked definition is based on the following AFS: check cashing; money order; remittance; payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",2,Banked: Underbanked,.,.,.,.,y,2017,
hbankstatv4,Unbanked and underbanked,"Underbanked definition is based on the following AFS: check cashing; money order; remittance; payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",3,Banked: Fully banked,.,.,.,.,y,2017,
hbankstatv4,Unbanked and underbanked,"Underbanked definition is based on the following AFS: check cashing; money order; remittance; payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",4,Banked: Underbanked status unknown,.,.,.,.,y,2017,
huse12AFSCv2,Used AFS credit in past 12 months,"AFS credit use is based on the following AFS: payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",1,Yes,.,.,.,.,y,2017,
huse12AFSCv2,Used AFS credit in past 12 months,"AFS credit use is based on the following AFS: payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",2,No,.,.,.,.,y,2017,
huse12AFSCv2,Used AFS credit in past 12 months,"AFS credit use is based on the following AFS: payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",99,Unknown,.,.,.,.,y,2017,
huse12AFSv2,Used AFS in past 12 months,"AFS use is based on the following AFS: check cashing; money order; remittance; payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",1,Yes,.,.,.,.,y,2017,
huse12AFSv2,Used AFS in past 12 months,"AFS use is based on the following AFS: check cashing; money order; remittance; payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",2,No,.,.,.,.,y,2017,
huse12AFSv2,Used AFS in past 12 months,"AFS use is based on the following AFS: check cashing; money order; remittance; payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",99,Unknown,.,.,.,.,y,2017,
huse12afsnbrv2,Number of AFS used,"Number of AFS used is based on the following AFS: check cashing; money order; remittance; payday loan; rent-to-own service; pawn shop loan; refund anticipation loan; auto title loan; and other types of loans or lines of credit from payday lender, auto title lender, pawn shop, or check casher.",0,Used 0 AFS,.,.,.,.,y,2017,
